Treat,Incidence,Trial,Date,Significance,scaled.incidence
Actinovate,1,Trial 1,6/13/2014,bc,0.089102735
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0.5,Trial 1,6/13/2014,bc,0.044551368
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0.5,Trial 1,6/13/2014,bc,0.044551368
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,1,Trial 1,6/13/2014,bc,0.089102735
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,30,Trial 1,6/13/2014,bc,2.673082064
Actinovate,10,Trial 1,6/13/2014,bc,0.891027355
Actinovate,20,Trial 1,6/13/2014,bc,1.782054709
Actinovate,3.333333333,Trial 1,6/13/2014,bc,0.297009118
Actinovate,3.333333333,Trial 1,6/13/2014,bc,0.297009118
Actinovate,2.666666667,Trial 1,6/13/2014,bc,0.237607295
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0.666666667,Trial 1,6/13/2014,bc,0.059401824
Actinovate,1.333333333,Trial 1,6/13/2014,bc,0.118803647
Actinovate,1.333333333,Trial 1,6/13/2014,bc,0.118803647
Actinovate,2,Trial 1,6/13/2014,bc,0.178205471
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,1,Trial 1,6/13/2014,bc,0.089102735
Actinovate,2,Trial 1,6/13/2014,bc,0.178205471
Actinovate,35,Trial 1,6/13/2014,bc,3.118595741
Actinovate,25,Trial 1,6/13/2014,bc,2.227568386
Actinovate,40,Trial 1,6/13/2014,bc,3.564109418
Actinovate,5,Trial 1,6/13/2014,bc,0.445513677
Actinovate,1,Trial 1,6/13/2014,bc,0.089102735
Actinovate,0.5,Trial 1,6/13/2014,bc,0.044551368
Actinovate,2,Trial 1,6/13/2014,bc,0.178205471
Actinovate,0,Trial 1,6/13/2014,bc,0
Actinovate,0.5,Trial 1,6/13/2014,bc,0.044551368
Actinovate,10,Trial 1,6/13/2014,bc,0.891027355
Actinovate,15,Trial 1,6/13/2014,bc,1.336541032
Actinovate,7,Trial 1,6/13/2014,bc,0.623719148
Actinovate,7,Trial 1,6/13/2014,bc,0.623719148
Actinovate,12,Trial 1,6/13/2014,bc,1.069232825
Actinovate,8,Trial 1,6/13/2014,bc,0.712821884
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,0.5,Trial 1,6/13/2014,ab,0.044551368
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0.5,Trial 1,6/13/2014,ab,0.044551368
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0.5,Trial 1,6/13/2014,ab,0.044551368
Cueva,0.5,Trial 1,6/13/2014,ab,0.044551368
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,1.333333333,Trial 1,6/13/2014,ab,0.118803647
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,1.333333333,Trial 1,6/13/2014,ab,0.118803647
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,1.333333333,Trial 1,6/13/2014,ab,0.118803647
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,15,Trial 1,6/13/2014,ab,1.336541032
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,7,Trial 1,6/13/2014,ab,0.623719148
Cueva,5,Trial 1,6/13/2014,ab,0.445513677
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,5,Trial 1,6/13/2014,ab,0.445513677
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,2,Trial 1,6/13/2014,ab,0.178205471
Cueva,1,Trial 1,6/13/2014,ab,0.089102735
Cueva,0,Trial 1,6/13/2014,ab,0
Cueva,3,Trial 1,6/13/2014,ab,0.267308206
Cueva,5,Trial 1,6/13/2014,ab,0.445513677
Cueva,7,Trial 1,6/13/2014,ab,0.623719148
Cueva,3,Trial 1,6/13/2014,ab,0.267308206
Cueva,10,Trial 1,6/13/2014,ab,0.891027355
Cueva,10,Trial 1,6/13/2014,ab,0.891027355
Milstop,0.5,Trial 1,6/13/2014,ab,0.044551368
Milstop,1,Trial 1,6/13/2014,ab,0.089102735
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,7,Trial 1,6/13/2014,ab,0.623719148
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,14.66666667,Trial 1,6/13/2014,ab,1.30684012
Milstop,6.666666667,Trial 1,6/13/2014,ab,0.594018236
Milstop,7.333333333,Trial 1,6/13/2014,ab,0.65342006
Milstop,6.666666667,Trial 1,6/13/2014,ab,0.594018236
Milstop,2,Trial 1,6/13/2014,ab,0.178205471
Milstop,2,Trial 1,6/13/2014,ab,0.178205471
Milstop,1,Trial 1,6/13/2014,ab,0.089102735
Milstop,3,Trial 1,6/13/2014,ab,0.267308206
Milstop,2,Trial 1,6/13/2014,ab,0.178205471
Milstop,2,Trial 1,6/13/2014,ab,0.178205471
Milstop,1.333333333,Trial 1,6/13/2014,ab,0.118803647
Milstop,4.666666667,Trial 1,6/13/2014,ab,0.415812765
Milstop,2.666666667,Trial 1,6/13/2014,ab,0.237607295
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,3,Trial 1,6/13/2014,ab,0.267308206
Milstop,7,Trial 1,6/13/2014,ab,0.623719148
Milstop,2,Trial 1,6/13/2014,ab,0.178205471
Milstop,15,Trial 1,6/13/2014,ab,1.336541032
Milstop,15,Trial 1,6/13/2014,ab,1.336541032
Milstop,10,Trial 1,6/13/2014,ab,0.891027355
Milstop,5,Trial 1,6/13/2014,ab,0.445513677
Milstop,5,Trial 1,6/13/2014,ab,0.445513677
Milstop,10,Trial 1,6/13/2014,ab,0.891027355
Milstop,0.5,Trial 1,6/13/2014,ab,0.044551368
Milstop,0,Trial 1,6/13/2014,ab,0
Milstop,5,Trial 1,6/13/2014,ab,0.445513677
Milstop,3,Trial 1,6/13/2014,ab,0.267308206
Milstop,1,Trial 1,6/13/2014,ab,0.089102735
Milstop,0,Trial 1,6/13/2014,ab,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,1,Trial 1,6/13/2014,abc,0.089102735
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0.5,Trial 1,6/13/2014,abc,0.044551368
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0.5,Trial 1,6/13/2014,abc,0.044551368
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0.5,Trial 1,6/13/2014,abc,0.044551368
Oxidate,1,Trial 1,6/13/2014,abc,0.089102735
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,19.33333333,Trial 1,6/13/2014,abc,1.722652885
Oxidate,2.666666667,Trial 1,6/13/2014,abc,0.237607295
Oxidate,3.333333333,Trial 1,6/13/2014,abc,0.297009118
Oxidate,2,Trial 1,6/13/2014,abc,0.178205471
Oxidate,5,Trial 1,6/13/2014,abc,0.445513677
Oxidate,5,Trial 1,6/13/2014,abc,0.445513677
Oxidate,4,Trial 1,6/13/2014,abc,0.356410942
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,6,Trial 1,6/13/2014,abc,0.534616413
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,2.666666667,Trial 1,6/13/2014,abc,0.237607295
Oxidate,3.333333333,Trial 1,6/13/2014,abc,0.297009118
Oxidate,2,Trial 1,6/13/2014,abc,0.178205471
Oxidate,0,Trial 1,6/13/2014,abc,0
Oxidate,0.666666667,Trial 1,6/13/2014,abc,0.059401824
Oxidate,3,Trial 1,6/13/2014,abc,0.267308206
Oxidate,4,Trial 1,6/13/2014,abc,0.356410942
Oxidate,10,Trial 1,6/13/2014,abc,0.891027355
Oxidate,10,Trial 1,6/13/2014,abc,0.891027355
Oxidate,15,Trial 1,6/13/2014,abc,1.336541032
Oxidate,25,Trial 1,6/13/2014,abc,2.227568386
Oxidate,5,Trial 1,6/13/2014,abc,0.445513677
Oxidate,3,Trial 1,6/13/2014,abc,0.267308206
Oxidate,5,Trial 1,6/13/2014,abc,0.445513677
Oxidate,3,Trial 1,6/13/2014,abc,0.267308206
Oxidate,12,Trial 1,6/13/2014,abc,1.069232825
Oxidate,5,Trial 1,6/13/2014,abc,0.445513677
Oxidate,7,Trial 1,6/13/2014,abc,0.623719148
Oxidate,3,Trial 1,6/13/2014,abc,0.267308206
Oxidate,10,Trial 1,6/13/2014,abc,0.891027355
Regalia ,0.5,Trial 1,6/13/2014,bc,0.044551368
Regalia ,1.5,Trial 1,6/13/2014,bc,0.133654103
Regalia ,1,Trial 1,6/13/2014,bc,0.089102735
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,6.5,Trial 1,6/13/2014,bc,0.57916778
Regalia ,14,Trial 1,6/13/2014,bc,1.247438296
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,1,Trial 1,6/13/2014,bc,0.089102735
Regalia ,3.5,Trial 1,6/13/2014,bc,0.311859574
Regalia ,1,Trial 1,6/13/2014,bc,0.089102735
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,7.333333333,Trial 1,6/13/2014,bc,0.65342006
Regalia ,14.66666667,Trial 1,6/13/2014,bc,1.30684012
Regalia ,14.66666667,Trial 1,6/13/2014,bc,1.30684012
Regalia ,20,Trial 1,6/13/2014,bc,1.782054709
Regalia ,30,Trial 1,6/13/2014,bc,2.673082064
Regalia ,25,Trial 1,6/13/2014,bc,2.227568386
Regalia ,2.666666667,Trial 1,6/13/2014,bc,0.237607295
Regalia ,4,Trial 1,6/13/2014,bc,0.356410942
Regalia ,1.333333333,Trial 1,6/13/2014,bc,0.118803647
Regalia ,6,Trial 1,6/13/2014,bc,0.534616413
Regalia ,6,Trial 1,6/13/2014,bc,0.534616413
Regalia ,5.333333333,Trial 1,6/13/2014,bc,0.475214589
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,20,Trial 1,6/13/2014,bc,1.782054709
Regalia ,15,Trial 1,6/13/2014,bc,1.336541032
Regalia ,15,Trial 1,6/13/2014,bc,1.336541032
Regalia ,5,Trial 1,6/13/2014,bc,0.445513677
Regalia ,25,Trial 1,6/13/2014,bc,2.227568386
Regalia ,35,Trial 1,6/13/2014,bc,3.118595741
Regalia ,1,Trial 1,6/13/2014,bc,0.089102735
Regalia ,2,Trial 1,6/13/2014,bc,0.178205471
Regalia ,0.5,Trial 1,6/13/2014,bc,0.044551368
Regalia ,15,Trial 1,6/13/2014,bc,1.336541032
Regalia ,17,Trial 1,6/13/2014,bc,1.514746503
Regalia ,12,Trial 1,6/13/2014,bc,1.069232825
Regalia ,3,Trial 1,6/13/2014,bc,0.267308206
Regalia ,0,Trial 1,6/13/2014,bc,0
Regalia ,3,Trial 1,6/13/2014,bc,0.267308206
Serenade,5.5,Trial 1,6/13/2014,c,0.490065045
Serenade,9.5,Trial 1,6/13/2014,c,0.846475987
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,2,Trial 1,6/13/2014,c,0.178205471
Serenade,2.5,Trial 1,6/13/2014,c,0.222756839
Serenade,0.5,Trial 1,6/13/2014,c,0.044551368
Serenade,1,Trial 1,6/13/2014,c,0.089102735
Serenade,27.5,Trial 1,6/13/2014,c,2.450325225
Serenade,1,Trial 1,6/13/2014,c,0.089102735
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0.5,Trial 1,6/13/2014,c,0.044551368
Serenade,40,Trial 1,6/13/2014,c,3.564109418
Serenade,55,Trial 1,6/13/2014,c,4.90065045
Serenade,55,Trial 1,6/13/2014,c,4.90065045
Serenade,10,Trial 1,6/13/2014,c,0.891027355
Serenade,14.66666667,Trial 1,6/13/2014,c,1.30684012
Serenade,13.33333333,Trial 1,6/13/2014,c,1.188036472
Serenade,4.666666667,Trial 1,6/13/2014,c,0.415812765
Serenade,3.333333333,Trial 1,6/13/2014,c,0.297009118
Serenade,1.333333333,Trial 1,6/13/2014,c,0.118803647
Serenade,2,Trial 1,6/13/2014,c,0.178205471
Serenade,1,Trial 1,6/13/2014,c,0.089102735
Serenade,1,Trial 1,6/13/2014,c,0.089102735
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,0,Trial 1,6/13/2014,c,0
Serenade,42,Trial 1,6/13/2014,c,3.742314889
Serenade,35,Trial 1,6/13/2014,c,3.118595741
Serenade,30,Trial 1,6/13/2014,c,2.673082064
Serenade,12,Trial 1,6/13/2014,c,1.069232825
Serenade,15,Trial 1,6/13/2014,c,1.336541032
Serenade,12,Trial 1,6/13/2014,c,1.069232825
Serenade,18,Trial 1,6/13/2014,c,1.603849238
Serenade,20,Trial 1,6/13/2014,c,1.782054709
Serenade,5,Trial 1,6/13/2014,c,0.445513677
Serenade,12,Trial 1,6/13/2014,c,1.069232825
Serenade,7,Trial 1,6/13/2014,c,0.623719148
Serenade,6,Trial 1,6/13/2014,c,0.534616413
Serenade,7,Trial 1,6/13/2014,c,0.623719148
Serenade,2,Trial 1,6/13/2014,c,0.178205471
Serenade,3,Trial 1,6/13/2014,c,0.267308206
Taegro,1.5,Trial 1,6/13/2014,ab,0.133654103
Taegro,0.5,Trial 1,6/13/2014,ab,0.044551368
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,1,Trial 1,6/13/2014,ab,0.089102735
Taegro,0.5,Trial 1,6/13/2014,ab,0.044551368
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,3.333333333,Trial 1,6/13/2014,ab,0.297009118
Taegro,5.333333333,Trial 1,6/13/2014,ab,0.475214589
Taegro,3.333333333,Trial 1,6/13/2014,ab,0.297009118
Taegro,3,Trial 1,6/13/2014,ab,0.267308206
Taegro,3,Trial 1,6/13/2014,ab,0.267308206
Taegro,1,Trial 1,6/13/2014,ab,0.089102735
Taegro,1,Trial 1,6/13/2014,ab,0.089102735
Taegro,1,Trial 1,6/13/2014,ab,0.089102735
Taegro,2,Trial 1,6/13/2014,ab,0.178205471
Taegro,1.333333333,Trial 1,6/13/2014,ab,0.118803647
Taegro,2,Trial 1,6/13/2014,ab,0.178205471
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,10,Trial 1,6/13/2014,ab,0.891027355
Taegro,7,Trial 1,6/13/2014,ab,0.623719148
Taegro,5,Trial 1,6/13/2014,ab,0.445513677
Taegro,5,Trial 1,6/13/2014,ab,0.445513677
Taegro,7,Trial 1,6/13/2014,ab,0.623719148
Taegro,3,Trial 1,6/13/2014,ab,0.267308206
Taegro,1,Trial 1,6/13/2014,ab,0.089102735
Taegro,5,Trial 1,6/13/2014,ab,0.445513677
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,5,Trial 1,6/13/2014,ab,0.445513677
Taegro,3,Trial 1,6/13/2014,ab,0.267308206
Taegro,5,Trial 1,6/13/2014,ab,0.445513677
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,0,Trial 1,6/13/2014,ab,0
Taegro,2,Trial 1,6/13/2014,ab,0.178205471
Untreated,2,Trial 1,6/13/2014,c,0.178205471
Untreated,23.5,Trial 1,6/13/2014,c,2.093914283
Untreated,16,Trial 1,6/13/2014,c,1.425643767
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,1.5,Trial 1,6/13/2014,c,0.133654103
Untreated,1,Trial 1,6/13/2014,c,0.089102735
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,1,Trial 1,6/13/2014,c,0.089102735
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,70,Trial 1,6/13/2014,c,6.237191482
Untreated,70,Trial 1,6/13/2014,c,6.237191482
Untreated,65,Trial 1,6/13/2014,c,5.791677805
Untreated,4.666666667,Trial 1,6/13/2014,c,0.415812765
Untreated,9.333333333,Trial 1,6/13/2014,c,0.831625531
Untreated,8.666666667,Trial 1,6/13/2014,c,0.772223707
Untreated,3.333333333,Trial 1,6/13/2014,c,0.297009118
Untreated,2.666666667,Trial 1,6/13/2014,c,0.237607295
Untreated,3.333333333,Trial 1,6/13/2014,c,0.297009118
Untreated,2,Trial 1,6/13/2014,c,0.178205471
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,0,Trial 1,6/13/2014,c,0
Untreated,2.666666667,Trial 1,6/13/2014,c,0.237607295
Untreated,2.666666667,Trial 1,6/13/2014,c,0.237607295
Untreated,2,Trial 1,6/13/2014,c,0.178205471
Untreated,43,Trial 1,6/13/2014,c,3.831417625
Untreated,37,Trial 1,6/13/2014,c,3.296801212
Untreated,40,Trial 1,6/13/2014,c,3.564109418
Untreated,10,Trial 1,6/13/2014,c,0.891027355
Untreated,10,Trial 1,6/13/2014,c,0.891027355
Untreated,7,Trial 1,6/13/2014,c,0.623719148
Untreated,2,Trial 1,6/13/2014,c,0.178205471
Untreated,3,Trial 1,6/13/2014,c,0.267308206
Untreated,3,Trial 1,6/13/2014,c,0.267308206
Untreated,10,Trial 1,6/13/2014,c,0.891027355
Untreated,20,Trial 1,6/13/2014,c,1.782054709
Untreated,10,Trial 1,6/13/2014,c,0.891027355
Untreated,5,Trial 1,6/13/2014,c,0.445513677
Untreated,4,Trial 1,6/13/2014,c,0.356410942
Untreated,10,Trial 1,6/13/2014,c,0.891027355
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,1,Trial 1,6/13/2014,a,0.089102735
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,1,Trial 1,6/13/2014,a,0.089102735
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,25,Trial 1,6/13/2014,a,2.227568386
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,16.66666667,Trial 1,6/13/2014,a,1.485045591
Zampro,6,Trial 1,6/13/2014,a,0.534616413
Zampro,7.333333333,Trial 1,6/13/2014,a,0.65342006
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,1.333333333,Trial 1,6/13/2014,a,0.118803647
Zampro,2,Trial 1,6/13/2014,a,0.178205471
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,1.333333333,Trial 1,6/13/2014,a,0.118803647
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,1,Trial 1,6/13/2014,a,0.089102735
Zampro,2,Trial 1,6/13/2014,a,0.178205471
Zampro,3,Trial 1,6/13/2014,a,0.267308206
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,5,Trial 1,6/13/2014,a,0.445513677
Zampro,7,Trial 1,6/13/2014,a,0.623719148
Zampro,7,Trial 1,6/13/2014,a,0.623719148
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,2,Trial 1,6/13/2014,a,0.178205471
Zampro,2,Trial 1,6/13/2014,a,0.178205471
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0,Trial 1,6/13/2014,a,0
Zampro,0.5,Trial 1,6/13/2014,a,0.044551368
Zampro,1,Trial 1,6/13/2014,a,0.089102735
Zampro,2,Trial 1,6/13/2014,a,0.178205471
Zampro,5,Trial 1,6/13/2014,a,0.445513677
Zampro,3,Trial 1,6/13/2014,a,0.267308206
Zampro,1,Trial 1,6/13/2014,a,0.089102735
Zampro,0,Trial 1,6/13/2014,a,0
Actinovate,10,Trial 2,7/24/2014,ab,0.169491525
Actinovate,40,Trial 2,7/24/2014,ab,0.677966102
Actinovate,30,Trial 2,7/24/2014,ab,0.508474576
Actinovate,20,Trial 2,7/24/2014,ab,0.338983051
Actinovate,5,Trial 2,7/24/2014,ab,0.084745763
Actinovate,15,Trial 2,7/24/2014,ab,0.254237288
Actinovate,70,Trial 2,7/24/2014,ab,1.186440678
Actinovate,50,Trial 2,7/24/2014,ab,0.847457627
Actinovate,40,Trial 2,7/24/2014,ab,0.677966102
Actinovate,60,Trial 2,7/24/2014,ab,1.016949153
Actinovate,23,Trial 2,7/24/2014,ab,0.389830508
Actinovate,44,Trial 2,7/24/2014,ab,0.745762712
Actinovate,40,Trial 2,7/24/2014,ab,0.677966102
Actinovate,30,Trial 2,7/24/2014,ab,0.508474576
Actinovate,10,Trial 2,7/24/2014,ab,0.169491525
Actinovate,10,Trial 2,7/24/2014,ab,0.169491525
Actinovate,30,Trial 2,7/24/2014,ab,0.508474576
Actinovate,5,Trial 2,7/24/2014,ab,0.084745763
Actinovate,40,Trial 2,7/24/2014,ab,0.677966102
Actinovate,55,Trial 2,7/24/2014,ab,0.93220339
Actinovate,80,Trial 2,7/24/2014,ab,1.355932203
Actinovate,70,Trial 2,7/24/2014,ab,1.186440678
Actinovate,50,Trial 2,7/24/2014,ab,0.847457627
Actinovate,35,Trial 2,7/24/2014,ab,0.593220339
Actinovate,70,Trial 2,7/24/2014,ab,1.186440678
Actinovate,65,Trial 2,7/24/2014,ab,1.101694915
Actinovate,45,Trial 2,7/24/2014,ab,0.762711864
Actinovate,70,Trial 2,7/24/2014,ab,1.186440678
Actinovate,75,Trial 2,7/24/2014,ab,1.271186441
Actinovate,80,Trial 2,7/24/2014,ab,1.355932203
Cueva,55,Trial 2,7/24/2014,bc,0.93220339
Cueva,33.33333333,Trial 2,7/24/2014,bc,0.564971751
Cueva,66.66666667,Trial 2,7/24/2014,bc,1.129943503
Cueva,40,Trial 2,7/24/2014,bc,0.677966102
Cueva,77.77777778,Trial 2,7/24/2014,bc,1.31826742
Cueva,47.05882353,Trial 2,7/24/2014,bc,0.797607178
Cueva,42,Trial 2,7/24/2014,bc,0.711864407
Cueva,36,Trial 2,7/24/2014,bc,0.610169492
Cueva,29,Trial 2,7/24/2014,bc,0.491525424
Cueva,20,Trial 2,7/24/2014,bc,0.338983051
Cueva,43,Trial 2,7/24/2014,bc,0.728813559
Cueva,30,Trial 2,7/24/2014,bc,0.508474576
Cueva,65,Trial 2,7/24/2014,bc,1.101694915
Cueva,10,Trial 2,7/24/2014,bc,0.169491525
Cueva,10,Trial 2,7/24/2014,bc,0.169491525
Cueva,40,Trial 2,7/24/2014,bc,0.677966102
Cueva,70,Trial 2,7/24/2014,bc,1.186440678
Cueva,40,Trial 2,7/24/2014,bc,0.677966102
Cueva,70,Trial 2,7/24/2014,bc,1.186440678
Cueva,71,Trial 2,7/24/2014,bc,1.203389831
Cueva,56,Trial 2,7/24/2014,bc,0.949152542
Cueva,74,Trial 2,7/24/2014,bc,1.254237288
Cueva,80,Trial 2,7/24/2014,bc,1.355932203
Cueva,50,Trial 2,7/24/2014,bc,0.847457627
Cueva,70,Trial 2,7/24/2014,bc,1.186440678
Cueva,65,Trial 2,7/24/2014,bc,1.101694915
Cueva,80,Trial 2,7/24/2014,bc,1.355932203
Cueva,50,Trial 2,7/24/2014,bc,0.847457627
Cueva,50,Trial 2,7/24/2014,bc,0.847457627
Cueva,75,Trial 2,7/24/2014,bc,1.271186441
Serenade,15,Trial 2,7/24/2014,c,0.254237288
Serenade,37,Trial 2,7/24/2014,c,0.627118644
Serenade,14,Trial 2,7/24/2014,c,0.237288136
Serenade,30,Trial 2,7/24/2014,c,0.508474576
Serenade,11,Trial 2,7/24/2014,c,0.186440678
Serenade,43,Trial 2,7/24/2014,c,0.728813559
Serenade,60,Trial 2,7/24/2014,c,1.016949153
Serenade,60,Trial 2,7/24/2014,c,1.016949153
Serenade,40,Trial 2,7/24/2014,c,0.677966102
Serenade,60,Trial 2,7/24/2014,c,1.016949153
Serenade,40,Trial 2,7/24/2014,c,0.677966102
Serenade,80,Trial 2,7/24/2014,c,1.355932203
Serenade,85,Trial 2,7/24/2014,c,1.440677966
Serenade,90,Trial 2,7/24/2014,c,1.525423729
Serenade,95,Trial 2,7/24/2014,c,1.610169492
Serenade,95,Trial 2,7/24/2014,c,1.610169492
Serenade,75,Trial 2,7/24/2014,c,1.271186441
Serenade,80,Trial 2,7/24/2014,c,1.355932203
Serenade,60,Trial 2,7/24/2014,c,1.016949153
Serenade,70,Trial 2,7/24/2014,c,1.186440678
Serenade,47,Trial 2,7/24/2014,c,0.796610169
Serenade,78,Trial 2,7/24/2014,c,1.322033898
Serenade,78,Trial 2,7/24/2014,c,1.322033898
